Du paysage français , puisque qu'elles n ' auront aucun mal à aller s ' installer ailleurs , « dans les pays qui ont une politique industrielle agressive d'aide à l'investissement , comme l'Italie , les ex-pays de l'Est , l'Irlande , l'Espagne ... » Et de mettre en cause la future « régionalisation » qui pourrait peser sur la fiscalité des entreprises : actuellement , la taxe professionnelle ne peut augmenter plus que la moyenne des trois autres taxes .	Du paysage français , puisque qu'elles n ' auront aucun mal à aller s ' installer ailleurs , « dans les pays qui ont une politique industrielle agressive d'aide à l'investissement , comme l'Italie , les ex-pays de l'Est , l'Irlande , l'Espagne ... » Et de mettre en cause la future « régionalisation » qui pourrait peser sur la fiscalité des entreprises : actuellement , la taxe professionnelle ne peut augmenter plus que la moyenne des trois autres taxes .	s1:53	régionalisation	s2:56	pourrait	BEFORE
Les entreprises prendront les mesures qu'il faut pour préserver l'avenir . »	Les entreprises prendront les mesures qu'il faut pour préserver l'avenir . »	s1:2	prendront	s2:4	mesures	IDENTITY
L'ancien haut - fonctionnaire détaché de la Cour des comptes , y reviendra administrativement le 7 novembre , mais continuera « à travailler avec ardeur » au sein de la convention européenne , l'organisme chargé à Bruxelles de rénover les institutions de l'Union .	L'ancien haut - fonctionnaire détaché de la Cour des comptes , y reviendra administrativement le 7 novembre , mais continuera « à travailler avec ardeur » au sein de la convention européenne , l'organisme chargé à Bruxelles de rénover les institutions de l'Union .	s1:12	reviendra	s2:19	continuera	BEGINS
Les opérations de l'armée visent particulièrement le Hamas , qui s ' oppose à l' appel à une trêve de l' Intifada pendant un an , lancé vendredi par Mahmoud Abbas , bras droit de Yasser Arafat .	Les opérations de l'armée visent particulièrement le Hamas , qui s ' oppose à l' appel à une trêve de l' Intifada pendant un an , lancé vendredi par Mahmoud Abbas , bras droit de Yasser Arafat .	s1:18	trêve	s2:21	Intifada	DURING
Considérant que les faits étaient constitués , le tribunal a condamné Bernard à 5.000 F d'amende .	Il a , en outre , jugé recevables les constitutions de partie civile de deux des cinq représentants légaux .	s1:10	condamné	s2:6	jugé	DURING
Quant à la ministre social - démocrate de la Justice , Herta Daeubler - Gmelin , elle a provoqué une belle polémique en comparant , selon un journal local , les méthodes du président américain George W. Bush à celles du dictateur nazi Adolf Hitler : le recours à la guerre face aux problèmes de politique intérieure .	Ce n'est pas un hasard si ces dérapages ont porté sur l'Irak .	s1:18	provoqué	s2:7	dérapages	DURING
_ Les Utah Jazz , dauphins des Chicago Bulls depuis deux ans et favoris pour la succession ouverte par la retraite de Michael Jordan , ont ouvert par une victoire à domicile sur Portland leur demi - finale de la conférence ouest mardi soir à Salt Lake City .	_ Les Utah Jazz , dauphins des Chicago Bulls depuis deux ans et favoris pour la succession ouverte par la retraite de Michael Jordan , ont ouvert par une victoire à domicile sur Portland leur demi - finale de la conférence ouest mardi soir à Salt Lake City .	s1:13	favoris	s2:20	retraite	AFTER
Le secrétaire - général de l'OTAN , Javier Solana , a estimé que cette inculpation n'aurait pas « d'influence » sur le processus diplomatique .	Le secrétaire - général de l'OTAN , Javier Solana , a estimé que cette inculpation n'aurait pas « d'influence » sur le processus diplomatique .	s1:14	inculpation	s2:22	processus	DURING
A leur arrivée devant le 10 , rue Paul - Bert à Belfort , les sapeurs - pompiers se sont rapidement trouvés face à un incendie d'importance .	Le feu avait couvé et une épaisse fumée s ' était concentrée sur les deux étages de l'entrepôt du Secours populaire .	s1:25	incendie	s2:3	couvé	DURING
La municipalité a engagé une réflexion générale sur un projet d'envergure visant à créer les cohérences indispensables entre scolarisation et animation de la vie sociale dans la commune .	La municipalité a engagé une réflexion générale sur un projet d'envergure visant à créer les cohérences indispensables entre scolarisation et animation de la vie sociale dans la commune .	s1:9	projet	s2:11	visant	DURING
Nous l'avons découvert à terre , le short baissé » .	Nous l'avons découvert à terre , le short baissé » .	s1:2	découvert	s2:8	baissé	DURING
Toutefois , il doit trouver l'homme qui prendra sous sa coupe l'économie et les finances du pays , dossier délicat qui a officiellement causé la perte d'Evgueni Primakov .	Toutefois , il doit trouver l'homme qui prendra sous sa coupe l'économie et les finances du pays , dossier délicat qui a officiellement causé la perte d'Evgueni Primakov .	s1:23	causé	s2:25	perte	BEFORE
De leur côté , les New York Knicks , tombeurs au premier tour de Miami , numéro un à l'est , sont allés s ' imposer 100 à 92 à Atlanta , grâce à 34 points d'Allen Houston et 31 de Latrell Sprewell .	De leur côté , les New York Knicks , tombeurs au premier tour de Miami , numéro un à l'est , sont allés s ' imposer 100 à 92 à Atlanta , grâce à 34 points d'Allen Houston et 31 de Latrell Sprewell .	s1:9	tombeurs	s2:12	tour	DURING
Ces propositions interviennent avant que le bilan 2001 de la délinquance et de la criminalité soit rendu public lundi matin au ministère de l'Intérieur .	Ces propositions interviennent avant que le bilan 2001 de la délinquance et de la criminalité soit rendu public lundi matin au ministère de l'Intérieur .	s1:2	interviennent	s2:16	rendu	BEFORE
« L' équipée sauvage » de la nuit de lundi à mardi à Rambervillers a connu son épilogue hier matin , devant le tribunal correctionnel d'Epinal : les cinq casseurs ont été conduits à la maison d'arrêt après leurs condamnations , en comparution immédiate , à des peines de prison ferme .	« L' équipée sauvage » de la nuit de lundi à mardi à Rambervillers a connu son épilogue hier matin , devant le tribunal correctionnel d'Epinal : les cinq casseurs ont été conduits à la maison d'arrêt après leurs condamnations , en comparution immédiate , à des peines de prison ferme .	s1:17	épilogue	s2:32	conduits	DURING
Près de deux tiers des Français ( 65 % ) se disent plutôt optimistes ( 56 % ) ou très optimistes ( 9 % ) en pensant à l' avenir , selon un sondage sur le moral des Français à la rentrée de septembre réalisé par l'IFOP pour Ouest - France .	Près de deux tiers des Français ( 65 % ) se disent plutôt optimistes ( 56 % ) ou très optimistes ( 9 % ) en pensant à l' avenir , selon un sondage sur le moral des Français à la rentrée de septembre réalisé par l'IFOP pour Ouest - France .	s1:11	disent	s2:26	pensant	DURING
Elles sont soupçonnées d'avoir perçu des fonds provenant d'une rançon de 3 millions de dollars versée par l'Etat français en échange des otages du Liban .	Jean - Paul Kauffmann , Marcel Carton et Marcel Fontaine avaient été libérés en mai 1988 , quelques jours avant le deuxième tour de l' élection présidentielle .	s1:15	versée	s2:12	libérés	BEFORE
Le président du Conseil représentatif des institutions juives de France Roger Cukierman a créé la polémique lors du traditionnel dîner annuel du CRIF en assimilant antisionisme et antisémitisme et en dénonçant une « alliance brun - vert - rouge » .	Le président du Conseil représentatif des institutions juives de France Roger Cukierman a créé la polémique lors du traditionnel dîner annuel du CRIF en assimilant antisionisme et antisémitisme et en dénonçant une « alliance brun - vert - rouge » .	s1:13	créé	s2:19	dîner	DURING
A leur arrivée devant le 10 , rue Paul - Bert à Belfort , les sapeurs - pompiers se sont rapidement trouvés face à un incendie d'importance .	L' opération a mobilisé 25 hommes issus des centres de Belfort Nord et Sud , de Giromagny et du service départemental d'incendie et de secours .	s1:2	arrivée	s2:1	opération	BEGINS
Dans le sens Nancy - Ecuelle , les arrêts à Eulmont se feront : 1 .	Dans le sens Nancy - Ecuelle , les arrêts à Eulmont se feront : 1 .	s1:8	arrêts	s2:12	feront	IDENTITY
A trois , les jeunes ont alors décidé de tatouer le handicapé à l'aide de fourchettes et d'un couteau à cran d'arrêt chauffés à blanc sur une cuisinière .	Ils lui ont appliqué le fer brûlant sur toute la surface du dos , le brûlant au deuxième degré .	s1:9	tatouer	s2:3	appliqué	DURING
Ils s ' étaient donner rendez - vous à 14 h , devant la mairie .	L' opération avait été programmée par Claude Moret , conseiller municipal qui avait prévu de diviser les volontaires en trois groupes qui avaient pour tâche de ramasser tous les détritus , sur des différents itinéraires .	s1:4	donner	s2:4	programmée	AFTER
Dans le choc , un des passagers de Florian Désoteux , Philippe Céric , 30 ans , demeurant à Laneuville - au - Rupt , a été éjecté du véhicule et a été retrouvé mort par les sauveteurs .	Dans le choc , un des passagers de Florian Désoteux , Philippe Céric , 30 ans , demeurant à Laneuville - au - Rupt , a été éjecté du véhicule et a été retrouvé mort par les sauveteurs .	s1:17	demeurant	s2:34	mort	ENDED_BY
Deux gardiens de la paix , qui tentaient de s ' interposer , ont été légèrement blessés à leur tour .	Deux gardiens de la paix , qui tentaient de s ' interposer , ont été légèrement blessés à leur tour .	s1:7	tentaient	s2:16	blessés	BEFORE
Bernard , de Giromagny , comparaissait hier devant le tribunal correctionnel de Belfort pour deux affaires d'exhibition sexuelle .	Considérant que les faits étaient constitués , le tribunal a condamné Bernard à 5.000 F d'amende .	s1:5	comparaissait	s2:5	constitués	DURING
Au début des années 60 , au moment où il atteint sa pleine maturité , le jeune musicien rencontre James Brown , le roi du funk et de la soul .	Au début des années 60 , au moment où il atteint sa pleine maturité , le jeune musicien rencontre James Brown , le roi du funk et de la soul .	s1:10	atteint	s2:18	rencontre	AFTER
Venu faire ses adieux aux troupes en poste dans les Balkans , avant de quitter ses fonctions le 30 octobre , le général Kelche , chef d'état - major des armées , l' a rappelé , hier matin , au cours d' une prise d'armes sur les hauteurs de Mitrovica , en présence d'une section de Tirailleurs : « Je suis fier des progrès que nous avons réussi à faire réaliser ensemble à cette province dans l'objectif d'un apaisement et d'un retour à l'Etat de droit .	Venu faire ses adieux aux troupes en poste dans les Balkans , avant de quitter ses fonctions le 30 octobre , le général Kelche , chef d'état - major des armées , l' a rappelé , hier matin , au cours d' une prise d'armes sur les hauteurs de Mitrovica , en présence d'une section de Tirailleurs : « Je suis fier des progrès que nous avons réussi à faire réaliser ensemble à cette province dans l'objectif d'un apaisement et d'un retour à l'Etat de droit .	s1:34	rappelé	s2:43	prise	DURING
Alors que Dugarry avait ouvert le score à la première minute et que l'OM semblait en place avec Pires dans une position plus axiale qui lui convient mieux , Courbis sort l'ancien Bordelais à la mi - temps et fait monter Perez , qui ne semblait pas dans un jour de grande maîtrise technique , au milieu .	Alors que Dugarry avait ouvert le score à la première minute et que l'OM semblait en place avec Pires dans une position plus axiale qui lui convient mieux , Courbis sort l'ancien Bordelais à la mi - temps et fait monter Perez , qui ne semblait pas dans un jour de grande maîtrise technique , au milieu .	s1:39	fait	s2:45	semblait	DURING
Une distribution de lunettes spéciales pour regarder l' éclipse aura lieu pour les administrés mardi 10 août , en mairie de 10 h à 12 h .	Une distribution de lunettes spéciales pour regarder l' éclipse aura lieu pour les administrés mardi 10 août , en mairie de 10 h à 12 h .	s1:1	distribution	s2:9	aura	IDENTITY
Le FC Sochaux est rentré avec quatre blessés de son déplacement de mercredi à Rennes ( 2 - 2 ) .	Le plus touché est l'attaquant Pierre - Alain Frau qui souffre d'une fracture de la malléole du tibia gauche et sera opéré lundi prochain à Strasbourg .	s1:10	déplacement	s2:2	touché	BEGUN_BY
Le président George W. Bush est arrivé hier à Salt Lake City où il devait ouvrir dans la soirée les 19es Jeux Olympiques d'hiver .	Le président américain , accompagné de son épouse Laura , est arrivé vers 12 h 30 locales ( 20 h 30 en France ) dans la ville hôte des Jeux d'hiver , qui offriront selon lui un oasis de « paix mondiale et de coopération » en temps de guerre contre le terrorisme , a indiqué le porte - parole de la Maison Blanche , Ari Fleischer .	s1:6	arrivé	s2:11	arrivé	IDENTITY
L' inculpation du président yougoslave pour crimes contre l'humanité justifie l' action de l'OTAN , a déclaré de son côté le secrétaire d'Etat américain Madeleine Albright .	L' inculpation du président yougoslave pour crimes contre l'humanité justifie l' action de l'OTAN , a déclaré de son côté le secrétaire d'Etat américain Madeleine Albright .	s1:1	inculpation	s2:6	crimes	AFTER
George W. Bush est arrivé .	Le président George W. Bush est arrivé hier à Salt Lake City où il devait ouvrir dans la soirée les 19es Jeux Olympiques d'hiver .	s1:4	arrivé	s2:6	arrivé	IDENTITY
- Lionel Jospin reçoit ce soir les membres de son gouvernement et leurs conjoints à Matignon pour un dîner qui ressemble plus à une fête de fin d'année qu ' à une rencontre de travail , après une période marquée par des tensions parfois vives au sein de son équipe .	- Lionel Jospin reçoit ce soir les membres de son gouvernement et leurs conjoints à Matignon pour un dîner qui ressemble plus à une fête de fin d'année qu ' à une rencontre de travail , après une période marquée par des tensions parfois vives au sein de son équipe .	s1:3	reçoit	s2:18	dîner	SIMULTANEOUS
Le médecin de l'hôpital de la localité d'Abou Tacht , à environ 500 km au sud du Caire , a coupé une partie du pénis du petit garçon , puis le reste en tentant de suturer la plaie pour enrayer l' hémorragie qui s ' était déclarée .	Le médecin de l'hôpital de la localité d'Abou Tacht , à environ 500 km au sud du Caire , a coupé une partie du pénis du petit garçon , puis le reste en tentant de suturer la plaie pour enrayer l' hémorragie qui s ' était déclarée .	s1:20	coupé	s2:33	tentant	BEFORE
Parachutages d'aide humanitaire .	Des parachutages d'aide humanitaire au Kosovo vont être effectués par des moyens civils , grâce au soutien de la France , des Etats - Unis et de la Grande - Bretagne , a annoncé le ministère français des Affaires étrangères .	s1:0	Parachutages	s2:1	parachutages	IDENTITY
« De plus , dès l'année 2001 , la municipalité consciente des besoins exprimés , envisage d' engager un lourd programme d'investissements comprenant la restructuration des locaux de l'école maternelle et du centre de loisirs associé à l'école .	« De plus , dès l'année 2001 , la municipalité consciente des besoins exprimés , envisage d' engager un lourd programme d'investissements comprenant la restructuration des locaux de l'école maternelle et du centre de loisirs associé à l'école .	s1:22	comprenant	s2:24	restructuration	IDENTITY
Ces contrats concernent l' aménagement du temps de l'activité de l'enfant , englobant les aménagements liés au temps périscolaire et extra-scolaire mis en place depuis 1998 .	Ces contrats concernent l' aménagement du temps de l'activité de l'enfant , englobant les aménagements liés au temps périscolaire et extra-scolaire mis en place depuis 1998 .	s1:14	aménagements	s2:21	mis	IDENTITY
« L' équipée sauvage » de la nuit de lundi à mardi à Rambervillers a connu son épilogue hier matin , devant le tribunal correctionnel d'Epinal : les cinq casseurs ont été conduits à la maison d'arrêt après leurs condamnations , en comparution immédiate , à des peines de prison ferme .	Elvis Weiss , Johnny Kadda , Abdelbaky Rahimi , Nordine Meguernes et Vincent Chenal , qui habitent tous le même quartier , n'ont pas su expliquer pourquoi ils ont cassé , dégradé , et incendié au cours d' une virée nocturne qui a tourné au saccage organisé .	s1:2	équipée	s2:39	virée	IDENTITY
Un homme , blessé par une arme à feu , a été secouru par les pompiers de Grandvillars et transporté au centre hospitalier de Belfort dans un état grave , mardi vers 21 h 45 .	Un homme , blessé par une arme à feu , a été secouru par les pompiers de Grandvillars et transporté au centre hospitalier de Belfort dans un état grave , mardi vers 21 h 45 .	s1:3	blessé	s2:12	secouru	BEFORE
« C'est Courbis qui a perdu le match » , soupirait un agent alors qu ' un membre de l'équipe technique montpelliéraine se félicitait des choix de Courbis .	Rolland Courbis s ' est défendu en assurant que la première mi - temps de son équipe avait été « trop laborieuse pour espérer gagner » .	s1:10	soupirait	s2:5	défendu	BEFORE
A trois , les jeunes ont alors décidé de tatouer le handicapé à l'aide de fourchettes et d'un couteau à cran d'arrêt chauffés à blanc sur une cuisinière .	A trois , les jeunes ont alors décidé de tatouer le handicapé à l'aide de fourchettes et d'un couteau à cran d'arrêt chauffés à blanc sur une cuisinière .	s1:9	tatouer	s2:22	chauffés	AFTER
A trois , les jeunes ont alors décidé de tatouer le handicapé à l'aide de fourchettes et d'un couteau à cran d'arrêt chauffés à blanc sur une cuisinière .	Ils lui ont appliqué le fer brûlant sur toute la surface du dos , le brûlant au deuxième degré .	s1:22	chauffés	s2:15	brûlant	BEFORE
Secourue rapidement , son cœur est reparti , mais elle n'avait pas repris conscience lors de son admission à l'hôpital , où elle est décédée .	Secourue rapidement , son cœur est reparti , mais elle n'avait pas repris conscience lors de son admission à l'hôpital , où elle est décédée .	s1:6	reparti	s2:24	décédée	BEFORE
Les premières inscriptions se feront ce même lundi après - midi , de 13 h 30 à 15 h 30 .	Les premières inscriptions se feront ce même lundi après - midi , de 13 h 30 à 15 h 30 .	s1:2	inscriptions	s2:4	feront	IDENTITY
Alors que Dugarry avait ouvert le score à la première minute et que l'OM semblait en place avec Pires dans une position plus axiale qui lui convient mieux , Courbis sort l'ancien Bordelais à la mi - temps et fait monter Perez , qui ne semblait pas dans un jour de grande maîtrise technique , au milieu .	Alors que Dugarry avait ouvert le score à la première minute et que l'OM semblait en place avec Pires dans une position plus axiale qui lui convient mieux , Courbis sort l'ancien Bordelais à la mi - temps et fait monter Perez , qui ne semblait pas dans un jour de grande maîtrise technique , au milieu .	s1:39	fait	s2:40	monter	IDENTITY
L' opération avait été programmée par Claude Moret , conseiller municipal qui avait prévu de diviser les volontaires en trois groupes qui avaient pour tâche de ramasser tous les détritus , sur des différents itinéraires .	L' opération avait été programmée par Claude Moret , conseiller municipal qui avait prévu de diviser les volontaires en trois groupes qui avaient pour tâche de ramasser tous les détritus , sur des différents itinéraires .	s1:22	avaient	s2:26	ramasser	OVERLAP_BEFORE
- Les individus qui ont braqué le chauffeur d'une société de surveillance de Vandœre , hier après - midi , près de Pont - à - Mousson , ont dû être fortement déçus en découvrant leur butin .	Les sept mallettes dérobées dans des circonstances particulièrement risquées sur une bretelle d'autoroute , ne contenaient ni le plus petit billet de banque ni le moindre chèque .	s1:5	braqué	s2:3	dérobées	DURING
Après avoir connu une baisse globale de leur population entre 1982 et 1990 , la plupart de ces villes renouent désormais avec la croissance .	Après avoir connu une baisse globale de leur population entre 1982 et 1990 , la plupart de ces villes renouent désormais avec la croissance .	s1:2	connu	s2:4	baisse	IDENTITY
Trois personnes ont été tués dans une attaque palestinienne au sud d'Hébron en Cisjordanie .	L'armée israélienne a arrêté un tireur embusqué palestinien déguisé en femme qui avait ouvert le feu sur des soldats près de la colonie juive de Dougit , sans faire de blessé .	s1:7	attaque	s2:8	déguisé	DURING
Ils s ' étaient donner rendez - vous à 14 h , devant la mairie .	Ils s ' étaient donner rendez - vous à 14 h , devant la mairie .	s1:4	donner	s2:5	rendez	IDENTITY
Les Jazz , après avoir frôlé l' élimination au premier tour , se sont imposés 93 à 83 avec 25 points et 12 rebonds de Karl Malone , avant de recevoir les Portland Trail Blazers une seconde fois , ce soir , dans la série au meilleur des sept matches .	Les Jazz , après avoir frôlé l' élimination au premier tour , se sont imposés 93 à 83 avec 25 points et 12 rebonds de Karl Malone , avant de recevoir les Portland Trail Blazers une seconde fois , ce soir , dans la série au meilleur des sept matches .	s1:30	recevoir	s2:49	matches	DURING
Le plus touché est l'attaquant Pierre - Alain Frau qui souffre d'une fracture de la malléole du tibia gauche et sera opéré lundi prochain à Strasbourg .	Le plus touché est l'attaquant Pierre - Alain Frau qui souffre d'une fracture de la malléole du tibia gauche et sera opéré lundi prochain à Strasbourg .	s1:2	touché	s2:10	souffre	SIMULTANEOUS
Après un très bon départ , Michael Schumacher a fait cavalier seul .	Après un très bon départ , Michael Schumacher a fait cavalier seul .	s1:4	départ	s2:9	fait	BEFORE
Avec cette défaite , les Marseillais ont troqué le statut de seule équipe invaincue pour celui d'une des rares formations à n'avoir remporté qu'une victoire depuis le début de la saison .	Avec cette défaite , les Marseillais ont troqué le statut de seule équipe invaincue pour celui d'une des rares formations à n'avoir remporté qu'une victoire depuis le début de la saison .	s1:22	remporté	s2:24	victoire	IDENTITY
Le champion a piqué un sprint vers les hôtesses et a réussi à faire stopper l'appareil .	Le champion a piqué un sprint vers les hôtesses et a réussi à faire stopper l'appareil .	s1:3	piqué	s2:5	sprint	IDENTITY
Effrayées par cette rencontre , les jeunes ont rapporté les faits , après quelques hésitations .	Les gendarmes ont très vite identifié l'auteur des exhibitions .	s1:3	rencontre	s2:8	exhibitions	DURING
Le 24 mars , alors qu ' elle avait passé la soirée et la nuit chez un ami , le majeur , la victime , handicapée mentale à 70 % et âgée de 32 ans , s ' est extasiée sur le tatouage d'un des deux mineurs présents .	A trois , les jeunes ont alors décidé de tatouer le handicapé à l'aide de fourchettes et d'un couteau à cran d'arrêt chauffés à blanc sur une cuisinière .	s1:39	extasiée	s2:9	tatouer	BEFORE
« Si vous me demandez s ' il y a eu un contact , une réunion ou une entrevue , je vous répond que , oui , cela s ' est produit » , a indiqué M. Aznar , en marge d'une conférence de presse avec le leader kosovar albanais Ibrahim Rugova .	« Si vous me demandez s ' il y a eu un contact , une réunion ou une entrevue , je vous répond que , oui , cela s ' est produit » , a indiqué M. Aznar , en marge d'une conférence de presse avec le leader kosovar albanais Ibrahim Rugova .	s1:10	eu	s2:15	réunion	IDENTITY
Seules les banlieues ne profitent pas de l'attrait des villes : leur croissance , de 0,41 % par an en moyenne entre 1990 et 1999 , s ' est ralentie par rapport au recensement précédent .	Seules les banlieues ne profitent pas de l'attrait des villes : leur croissance , de 0,41 % par an en moyenne entre 1990 et 1999 , s ' est ralentie par rapport au recensement précédent .	s1:29	ralentie	s2:33	recensement	AFTER
Et pour cause : la fumée a recouvert le quartier , faisant sortir les curieux , et le sinistre a interrompu le concours de pétanque organisée par l'association des Portugais de Belfort .	Et pour cause : la fumée a recouvert le quartier , faisant sortir les curieux , et le sinistre a interrompu le concours de pétanque organisée par l'association des Portugais de Belfort .	s1:7	recouvert	s2:11	faisant	DURING
Gallas , impressionnant en charnière centrale en première période , a glissé arrière - droit en seconde , remplacé dans l'axe par Issa .	Gallas , impressionnant en charnière centrale en première période , a glissé arrière - droit en seconde , remplacé dans l'axe par Issa .	s1:11	glissé	s2:18	remplacé	BEFORE
Alors que Dugarry avait ouvert le score à la première minute et que l'OM semblait en place avec Pires dans une position plus axiale qui lui convient mieux , Courbis sort l'ancien Bordelais à la mi - temps et fait monter Perez , qui ne semblait pas dans un jour de grande maîtrise technique , au milieu .	Alors que Dugarry avait ouvert le score à la première minute et que l'OM semblait en place avec Pires dans une position plus axiale qui lui convient mieux , Courbis sort l'ancien Bordelais à la mi - temps et fait monter Perez , qui ne semblait pas dans un jour de grande maîtrise technique , au milieu .	s1:30	sort	s2:35	mi	DURING
Le président George W. Bush est arrivé hier à Salt Lake City où il devait ouvrir dans la soirée les 19es Jeux Olympiques d'hiver .	Le renforcement sans précédent de la sécurité a visiblement rassuré les habitants de l'Utah puisque 63 % d'entre eux pensent qu'une attaque terroriste est peu probable durant les Jeux de Salt Lake City , selon un sondage paru hier dans le quotidien local Deseret News .	s1:15	ouvrir	s2:1	renforcement	AFTER
Le 24 mars , alors qu ' elle avait passé la soirée et la nuit chez un ami , le majeur , la victime , handicapée mentale à 70 % et âgée de 32 ans , s ' est extasiée sur le tatouage d'un des deux mineurs présents .	A trois , les jeunes ont alors décidé de tatouer le handicapé à l'aide de fourchettes et d'un couteau à cran d'arrêt chauffés à blanc sur une cuisinière .	s1:39	extasiée	s2:22	chauffés	BEFORE
Les entreprises prendront les mesures qu'il faut pour préserver l'avenir . »	Les entreprises prendront les mesures qu'il faut pour préserver l'avenir . »	s1:2	prendront	s2:8	préserver	BEFORE
Le dernier conseil des ministres avant la trêve estivale est prévu le 3 août .	Le dernier conseil des ministres avant la trêve estivale est prévu le 3 août .	s1:2	conseil	s2:7	trêve	BEFORE
Après la rencontre , les choix tactiques du technicien olympien faisaient l'objet de nombreux commentaires .	« C'est Courbis qui a perdu le match » , soupirait un agent alors qu ' un membre de l'équipe technique montpelliéraine se félicitait des choix de Courbis .	s1:2	rencontre	s2:10	soupirait	BEFORE
« L' équipée sauvage » de la nuit de lundi à mardi à Rambervillers a connu son épilogue hier matin , devant le tribunal correctionnel d'Epinal : les cinq casseurs ont été conduits à la maison d'arrêt après leurs condamnations , en comparution immédiate , à des peines de prison ferme .	Cinq vitrines brisées , un container brûlé , une quinzaine de jardinières arrachées et jetées dans la Mortagne , trois tentatives de vol de voitures et un véhicule incendié , une effraction et du vol d'outillage à la piscine municipale , des dégradations en série : la liste des méfaits et exactions commis entre 0 h 30 et 4 h mardi ressemble à une litanie sans fin ... « La bande , armée de manches de pioche et de gourdins , a semé le trouble dans la bourgade » : le substitut Weyland a requis la sévérité .	s1:2	équipée	s2:42	dégradations	DURING
Quant à la ministre social - démocrate de la Justice , Herta Daeubler - Gmelin , elle a provoqué une belle polémique en comparant , selon un journal local , les méthodes du président américain George W. Bush à celles du dictateur nazi Adolf Hitler : le recours à la guerre face aux problèmes de politique intérieure .	Quant à la ministre social - démocrate de la Justice , Herta Daeubler - Gmelin , elle a provoqué une belle polémique en comparant , selon un journal local , les méthodes du président américain George W. Bush à celles du dictateur nazi Adolf Hitler : le recours à la guerre face aux problèmes de politique intérieure .	s1:18	provoqué	s2:23	comparant	IDENTITY
La Commission Prodi ne sera toutefois pas opérationnelle avant son investiture par le Parlement européen prévue le 15 septembre .	Auparavant , chacun des candidats - commissaires aura été « auditionné » à partir du 30 août .	s1:10	investiture	s2:10	auditionné	AFTER
L' opération avait été programmée par Claude Moret , conseiller municipal qui avait prévu de diviser les volontaires en trois groupes qui avaient pour tâche de ramasser tous les détritus , sur des différents itinéraires .	L' opération avait été programmée par Claude Moret , conseiller municipal qui avait prévu de diviser les volontaires en trois groupes qui avaient pour tâche de ramasser tous les détritus , sur des différents itinéraires .	s1:1	opération	s2:22	avaient	DURING
« L' équipée sauvage » de la nuit de lundi à mardi à Rambervillers a connu son épilogue hier matin , devant le tribunal correctionnel d'Epinal : les cinq casseurs ont été conduits à la maison d'arrêt après leurs condamnations , en comparution immédiate , à des peines de prison ferme .	Cinq vitrines brisées , un container brûlé , une quinzaine de jardinières arrachées et jetées dans la Mortagne , trois tentatives de vol de voitures et un véhicule incendié , une effraction et du vol d'outillage à la piscine municipale , des dégradations en série : la liste des méfaits et exactions commis entre 0 h 30 et 4 h mardi ressemble à une litanie sans fin ... « La bande , armée de manches de pioche et de gourdins , a semé le trouble dans la bourgade » : le substitut Weyland a requis la sévérité .	s1:2	équipée	s2:12	arrachées	DURING
FO boycotte la pré - rentrée .	Hier à 10 h , une dizaine de délégués de la FNEC FP Force Ouvrière ont appelé leurs collègues à boycotter la deuxième journée de pré - rentrée .	s1:1	boycotte	s2:20	boycotter	IDENTITY
Hier soir , la nature de l' explosion n'était pas connue , mais des proches des victimes l' attribuaient à Israël.Par ailleurs , trois Palestiniens ont été tués à Naplouse , en Cisjordanie , où l'armée israélienne a arrêté un membre du comité exécutif de l'Organisation de libération de la Palestine .	Hier soir , la nature de l' explosion n'était pas connue , mais des proches des victimes l' attribuaient à Israël.Par ailleurs , trois Palestiniens ont été tués à Naplouse , en Cisjordanie , où l'armée israélienne a arrêté un membre du comité exécutif de l'Organisation de libération de la Palestine .	s1:27	tués	s2:38	arrêté	BEFORE
A leur arrivée devant le 10 , rue Paul - Bert à Belfort , les sapeurs - pompiers se sont rapidement trouvés face à un incendie d'importance .	A leur arrivée devant le 10 , rue Paul - Bert à Belfort , les sapeurs - pompiers se sont rapidement trouvés face à un incendie d'importance .	s1:2	arrivée	s2:21	trouvés	SIMULTANEOUS
Près de deux tiers des Français ( 65 % ) se disent plutôt optimistes ( 56 % ) ou très optimistes ( 9 % ) en pensant à l' avenir , selon un sondage sur le moral des Français à la rentrée de septembre réalisé par l'IFOP pour Ouest - France .	Par ailleurs , 58 % se disent sceptiques en ce qui concerne la baisse des impôts .	s1:44	réalisé	s2:6	disent	DURING
« L' équipée sauvage » de la nuit de lundi à mardi à Rambervillers a connu son épilogue hier matin , devant le tribunal correctionnel d'Epinal : les cinq casseurs ont été conduits à la maison d'arrêt après leurs condamnations , en comparution immédiate , à des peines de prison ferme .	Cinq vitrines brisées , un container brûlé , une quinzaine de jardinières arrachées et jetées dans la Mortagne , trois tentatives de vol de voitures et un véhicule incendié , une effraction et du vol d'outillage à la piscine municipale , des dégradations en série : la liste des méfaits et exactions commis entre 0 h 30 et 4 h mardi ressemble à une litanie sans fin ... « La bande , armée de manches de pioche et de gourdins , a semé le trouble dans la bourgade » : le substitut Weyland a requis la sévérité .	s1:2	équipée	s2:28	incendié	DURING
